category,headline,links,short_description,keywords,predicted_category
ENTERTAINMENT,That Time Barbra Streisand Called In Sick To The Grammys And Celine Dion Saved The Day,https://www.huffingtonpost.com/entry/barbra-streisand-celine-dion-grammys_us_5a57c3ece4b0365947f17ca5,"In 1998, we were all hungry for a diva vs. diva showdown. Twenty years later, the two stars want to set the record straight.",barbra-streisand-celine-dion-grammys,ENTERTAINMENT
TRAVEL,Planning An Arts-Centered Vacation: Three Great Online Resources,https://www.huffingtonpost.com/entry/planning-an-arts-centered-trip_us_5b9b8406e4b03a1dcc7836ba,"I've used the web to research trips for years, but these useful resources are bound to be new to any but the most dogged and attentive traveler.",planning-an-arts-centered-trip,TRAVEL
TRAVEL,Visit to Sacred Halawa Valley on Molokai,https://www.huffingtonpost.com/entry/halawa-valley-on-molokai_us_5b9d4823e4b03a1dcc86478e,"The tropical island had been previously described to me as an example of ""old Hawaii,"" but those words hardly do Molokai justice. During my visit, the tiny island seemed alive with Hawaiian ancestors, legends and spirits of days long past.",halawa-valley-on-molokai,TRAVEL
TRAVEL,10 Unforgettable Bond Hotels (PHOTOS),https://www.huffingtonpost.com/entry/10-unforgettable-bond-hotels_us_5b9c7131e4b03a1dcc7ead7e,"From London to Hong Kong, Daniel Craig to Sean Connery and The Man with the Golden Gun to Casino Royal, trivago presents the best of 007's extravagant style.",10-unforgettable-bond-hotels,TRAVEL
TRAVEL,The Top 5 Five Spots That Will Make You Want To Scuba Dive (PHOTOS),https://www.huffingtonpost.com/entry/the-top-5-scuba-diving-sites_us_5b9bc52be4b03a1dcc7a3597,"So we go, tanks and tubes and valves flowing with pressurized air, into the finest Scuba diving destinations in the world.",the-top-5-scuba-diving-sites,TRAVEL
TRAVEL,"Rich In History, Land and Architecture, Butte, Montana Stands Proudly As Big Sky Country's Vintage Jewel",https://www.huffingtonpost.com/entry/rich-in-history-land-and_us_5b9d985ae4b03a1dcc89f3ba,"Truth be told, as an East Coast guy, I still see Montana as the proverbial Wild West -- and that's why it has so much appeal.   There are miles and miles of land and sky without so much as a glimpse of civilization, and the ranch where I stayed was historic and right out of a movie set.",rich-in-history-land-and,TRAVEL
TRAVEL,This Baby's Been Alive Less Than A Week And Already Has More Airline Miles Than You,https://www.huffingtonpost.com/entry/baby-cebu-pacific-flight-one-million-miles_us_57b60062e4b03d51368700e1,"Thanks to the gift of 1 million free, non-expiring miles.",baby-cebu-pacific-flight-one-million-miles,TRAVEL
TRAVEL,National Park Lodges To Visit In Winter,https://www.huffingtonpost.comhttp://www.usatoday.com/story/travel/destinations/2012/10/28/national-park-lodges-in-winter/1653187/,"Although America's national parks are primarily summer destinations -- special places to hike, boat, fish, and observe nature",,TRAVEL
TRAVEL,Celebrating St. David And Daffodil's In Wales (PHOTOS),https://www.huffingtonpost.com/entry/in-wales-they-wear-leeks_us_5b9b5c19e4b03a1dcc76eba9,"The two opposing uniforms were so similar that St. David commanded his soldiers to wear a leek on their helmets. Since then, the leek has been a symbol of Wales.",in-wales-they-wear-leeks,STYLE & BEAUTY
TRAVEL,Vote: Which U.S. Destination Is The Ultimate Summer Vacation Spot?,https://www.huffingtonpost.com/entry/which-us-destination_us_5b9bac03e4b03a1dcc7980a7,Click each category below to vote on the absolute can't-miss summer vacation spots. Each week you'll have the opportunity,which-us-destination,TRAVEL
TRAVEL,"Ciudad Valdeluz, Abandoned Town In Spain, Sits Nearly Empty (PHOTOS)",https://www.huffingtonpost.com/entry/ciudad-valdeluz-abandoned-town-spain_us_5b9c4a00e4b03a1dcc7d96bb,"Much like the abandoned Ciudad Real International airport, Ciudad Valdeluz also sits nearly abandoned in central Spain. Valdeluz",ciudad-valdeluz-abandoned-town-spain,TRAVEL
TRAVEL,The Top 10 Marvels of the Modern World,https://www.huffingtonpost.com/entry/the-top-10-marvels-of-the_us_5b9d9bc8e4b03a1dcc8a22e0,"While the ancient wonders of the world are indeed spectacular, this most recent millennium also has its fair share of jaw-dropping testaments to political, religious or simple human greatness. Here's our list of the most staggering structures hatched from the human imagination.",the-top-10-marvels-of-the,TRAVEL
TRAVEL,Dancing The Jarabe Tapatío In Baja California (PHOTOS),https://www.huffingtonpost.com/entry/dancing-the-jarabe-tapati_us_5b9cbf81e4b03a1dcc8174ee,"Much like the colorful courtship performance of a bird of paradise, the Jarabe Tapatío, the quintessential folk dance of Mexico, is a captivating display of form and flow.",dancing-the-jarabe-tapati,TRAVEL
TRAVEL,15 NYC Neighborhoods That Could Be European Cities,https://www.huffingtonpost.com/entry/15-nyc-neighborhoods_us_5b9db76ee4b03a1dcc8becdb,15. Financial District -- Dublin Cobbled streets and really old buildings define the Financial District. Add in the slow,15-nyc-neighborhoods,BUSINESS
TRAVEL,The No. 1 Country To Visit In 2018 If You’re On A Budget,https://www.huffingtonpost.com/entry/the-1-country-to-visit-in-2018-if-youre-on-a-budget_us_5a0b4906e4b006523921845c,"Estonia and more specifically, the capital city of Tallinn.",the-1-country-to-visit-in-2018-if-youre-on-a-budget,TRAVEL
TRAVEL,Sir Richard Branson: Mogul Celebrates 62nd Birthday (PHOTOS),https://www.huffingtonpost.com/entry/sir-richard-branson-mogul_us_5b9bf95ee4b03a1dcc7b7be0,So here's to the birthday boy. We hope for nothing less than many more ideas to come. Correction: A previous version of this,sir-richard-branson-mogul,PARENTING
TRAVEL,Why Is A Plane's Cockpit Door Open At Boarding?,https://www.huffingtonpost.comhttp://travel.usatoday.com/experts/cox/story/2012-08-20/Ask-the-Captain-Why-is-the-cockpit-door-open-at-boarding/57159948/1,Why does the flight crew keep the cabin door open as the aircraft is being boarded? Is there a specific reason they wait,,TRAVEL
TRAVEL,American Airlines Now Offering Baggage Delivery,https://www.huffingtonpost.com/entry/american-airlines-now-off_us_5b9c16b2e4b03a1dcc7c3da8,"Aside from the fear of never seeing my luggage again, the other reason I don't check bags is because I loathe waiting for them when I finally arrive at my destination. So I was really interested to hear that American Airlines is now offering baggage delivery to its passengers.",american-airlines-now-off,TRAVEL
TRAVEL,"George H.W. Bush, Laura And Family Arrive In New York Following Cruise On Queen Mary 2",https://www.huffingtonpost.com/entry/george-hw-bush-laura-and_us_5b9baac3e4b03a1dcc797236,"Upon getting on the ship, Bush reiterated how excited he was. Barbara told USA Today that her husband had ""been talking about",george-hw-bush-laura-and,POLITICS
TRAVEL,Memorial Day Perspective,https://www.huffingtonpost.com/entry/memorial-day-perspective_us_5b9d31d2e4b03a1dcc856315,"In the U.S., Memorial Day weekend usually marks the beginning of summer vacation. But in some places in China, school vacations aren't as big a cause of celebration.",memorial-day-perspective,TRAVEL
TRAVEL,Pump up the Testosterone -- 12 Ultimate Guy Getaways,https://www.huffingtonpost.com/entry/pump-up-the-testosterone_us_5b9dfc45e4b03a1dcc8fec4c,It's been a long hard winter of shoveling snow and chipping ice and the guys just need to be let out to play.,pump-up-the-testosterone,SPORTS
TRAVEL,The Best Of The Big Easy,https://www.huffingtonpost.com/entry/the-best-of-the-big-easy_us_5b9b42f5e4b03a1dcc760d91,"There's certain joie de vivre to New Orleans that is irresistible. Whether you're sipping a Sazerac to the peals of a brass band, downing a fried shrimp po-boy drowning in Swiss cheese and beef gravy, lobbing beads to raucous Mardi Gras revelers from a wrought iron balcony or taking your café au latte in the shade of a century-old oak, the city is simply intoxicating.",the-best-of-the-big-easy,FOOD & DRINK
TRAVEL,"Have a Whale of a Time in Hermanus, South Africa!",https://www.huffingtonpost.com/entry/hermanus-south-africa_us_5b9dbb86e4b03a1dcc8c2c44,What Hermanus is most famous for is its giant guests who stop by once a year to frolic in the waters of Walker Bay.,hermanus-south-africa,TRAVEL
TRAVEL,These Photos Prove Australia Is The Most Stunning Place On Earth,https://www.huffingtonpost.com/entry/gabriel-scanu-australia-drone-photos_us_5747386fe4b055bb11718930,Fly high Down Under.,gabriel-scanu-australia-drone-photos,TRAVEL
TRAVEL,The New Ricksteves.com: Travel Forums,https://www.huffingtonpost.com/entry/the-new-rickstevescom-tra_us_5b9de0d8e4b03a1dcc8e0bf4,"The redesigned Ricksteves.com has my name on it -- but it's yours, too. Our lively Travel Forum community is buzzing with",the-new-rickstevescom-tra,TRAVEL
TRAVEL,Bountiful Yountville: The Epic Journey Begins,https://www.huffingtonpost.com/entry/bountiful-yountville-the_us_5b9d2ecfe4b03a1dcc854d93,"If California wines still baffle - so many labels! -- you might want to spend a weekend in Yountville, on Route 29 in Napa Valley. A village by this city boy's standards, it's 12 blocks long and four blocks wide, perched on a bit of real estate smaller than 1200 acres.",bountiful-yountville-the,TRAVEL
TRAVEL,"Besides Weaving Lavender, Sipping Olive Oil and Roaming Roman Ruins - What is There to Do and See in Saint-Rémy de Provence?",https://www.huffingtonpost.com/entry/besides-weaving-lavender_b_8028226.html,"Outside of the central market plaza, on the stairs of the church, yes the church, weavers display hundreds of colorful wicker baskets, from the traditional Provençal natural straw ones to some more elaborate versions in pinks and purples, blues and oranges.",besides-weaving-lavender,TRAVEL
TRAVEL,Your New Year's Travel Resolution? Don't Be A Jerk,https://www.huffingtonpost.com/entry/your-new-years-travel-res_us_5b9cac30e4b03a1dcc80c0d2,"There's something about travel -- whether you're flying, driving or sailing -- that brings out the jerk in all of us. Like the guy in seat 26B just in front of me right now on a flight from Honolulu to Los Angeles, who is probably a nice guy on the ground. But put him on a plane, and shortly after takeoff, he jams his seat into my knees without so much as an apology.",your-new-years-travel-res,TRAVEL
TRAVEL,10 Places in Europe You Never Thought You Could Afford,https://www.huffingtonpost.com/entry/10-places-in-europe-you-n_us_5b9de7c5e4b03a1dcc8e7cd9,"It'll take more than a discreetly tucked money belt to protect your cash in Europe's most expensive cities. Here's how to experience London, Paris, Venice, and other delightful destinations for a whole lot less than the average traveler.",10-places-in-europe-you-n,TRAVEL
TRAVEL,Ride A Lightcycle On The New TRON Roller Coaster At Shanghai Disneyland,https://www.huffingtonpost.com/entry/tron-ride-shanghai-disneyland_us_573007b6e4b096e9f091cb51,The company's newest theme park opens on June 16.,tron-ride-shanghai-disneyland,TRAVEL
TRAVEL,Vibrancy in an Unknown Place,https://www.huffingtonpost.com/entry/vibe-in-an-unknown-place_us_5b9c80f4e4b03a1dcc7f40f9,"Of those surveyed initially who did find an attraction to our Greater Des Moines community, the words vibe and artful energy, kept appearing.",vibe-in-an-unknown-place,TRAVEL
TRAVEL,See The Planes In The Sky Right Now,https://www.huffingtonpost.comhttp://www.theguardian.com/world/ng-interactive/2014/aviation-100-years,"To mark 100 years of passenger air travel, our stunning interactive uses live data to show every one of the thousands of",,TRAVEL
TRAVEL,6 Of The Best-Designed Marijuana Shops Across America,https://www.huffingtonpost.com/entry/6-of-the-best-designed-marijuana-shops-across-america_us_58f8dec8e4b0f02c3870e788,"The Apothecarium (San Francisco, California) Located two miles southwest of San Francisco's financial district, the Apothecarium",6-of-the-best-designed-marijuana-shops-across-america,TRAVEL
TRAVEL,5 Great Hotel Apps In The Palm Of Your Hand,https://www.huffingtonpost.com/entry/5-great-hotel-apps-in-the_us_5b9cb432e4b03a1dcc810934,"We've loaded up our iPhones and Androids in search of the best hotel apps around, and found these great, user-friendly apps that make our travel a lot easier and a lot more exciting.",5-great-hotel-apps-in-the,TRAVEL
TRAVEL,The Room I Carry With Me,https://www.huffingtonpost.com/entry/the-room-i-carry-with-me_us_58e9a65de4b0acd784ca5949,"How I became a minimalist, from accidental to intentional.",the-room-i-carry-with-me,FOOD & DRINK
TRAVEL,Of Towers and Turrets: Castles in Scotland,https://www.huffingtonpost.com/entry/of-towers-and-turrets-cas_us_5b9dd66ee4b03a1dcc8d95aa,"We have four children, three of them boys, so there is nothing I love more than to release them in a castle ruin where they can run free and engage in imaginary battles.",of-towers-and-turrets-cas,PARENTING
TRAVEL,"4 Italian Recipes That Aren't Quite Raw, But Aren't Quite Cooked",https://www.huffingtonpost.com/entry/3-italian-recipes-that-arent-quite-raw-but-arent-quite-cooked_us_572a0dc7e4b0bc9cb0453e0c,"Between cooked and raw, there’s marinating, an age-old technique that’s also healthy. It gives food flavor and makes it digestible",3-italian-recipes-that-arent-quite-raw-but-arent-quite-cooked,FOOD & DRINK
TRAVEL,Tonic Of Wildness In The Sea Of Cortez (PHOTOS),https://www.huffingtonpost.com/entry/visiting-the-sea-of-cortez_us_5b9bc058e4b03a1dcc7a0f3e,An impromptu trip to the Sea of Cortez finds wildlife galore.,visiting-the-sea-of-cortez,TRAVEL
TRAVEL,Guide To Willamette Valley Wine Country (PHOTOS),https://www.huffingtonpost.com/entry/guide-to-willamette-valley-wine_us_5b9c28ffe4b03a1dcc7cb9cf,"The northern portion of Oregon's Willamette Valley is only an hour's drive from Portland, the state's largest city, but the 5,200 square mile swatch of wine country seems a world apart in its unhurried, scenic way.",guide-to-willamette-valley-wine,TRAVEL
TRAVEL,Summer Luxury in Italy,https://www.huffingtonpost.com/entry/summer-luxury-in-italy_us_5b9d6b3de4b03a1dcc87c939,"Sun-bathed piazzas, colorful, aromatic farmers markets, sensual people throbbing to different music 24 hours a day. If Alaska is the land of the Midnight Sun, Italia is the terra of the Midnight Fun.",summer-luxury-in-italy,TRAVEL
TRAVEL,Which Airlines Have The Most Leg Room?,https://www.huffingtonpost.com/entry/airline-leg-room_us_5b9c85eae4b03a1dcc7f6d81,"United has installed Economy Plus seating on all pre-merger mainline planes and expects the installation on former Continental planes to be completed by the end of 2012. The seat pitch is 34 to 35 inches, compared with the regular pitch of 31 to 32 inches.",airline-leg-room,TRAVEL
TRAVEL,Your Weekly Travel Zen: Australia,https://www.huffingtonpost.com/entry/australia-travel-photos_us_5b9dd0f3e4b03a1dcc8d3762,"This week's Moment of Travel Zen comes to us from Kristen Etzel. Her photo of Katoomba, located in New South Wales, shows",australia-travel-photos,TRAVEL
TRAVEL,14 Trips To Take From New York City On A Long Weekend,https://www.huffingtonpost.com/entry/14-fun-long-weekend-trips-to-take-from-new-york-city_us_5b033412e4b0a046186ee57a,"Charming towns, relaxing beaches and top hiking destinations await.",14-fun-long-weekend-trips-to-take-from-new-york-city,TRAVEL
TRAVEL,Amplifying the Voices of Central American Farmers,https://www.huffingtonpost.com/entry/connected-by-coffee_us_5b9d1be1e4b03a1dcc8485f2,"Do you drink coffee? Do you think about where that coffee comes from, and who harvests those beans? Do you consider how much you pay for your morning fix, and how that impacts the salary those farmers make?",connected-by-coffee,FOOD & DRINK
TRAVEL,Los Angeles vs. San Francisco: Which City Rules The West Coast,https://www.huffingtonpost.com/entry/los-angeles-vs-san-francisco-which-city-rules-the-west-coast_us_5ade4e10e4b0df502a4ea73e,"For the most part, Los Angelenos don’t know what it means to walk anywhere, ever. +1: SF 29. The architecture is far more",los-angeles-vs-san-francisco-which-city-rules-the-west-coast,TRAVEL
